ACCURL,ACCTEXT,ACCTEXTW,ACCTYPE
https://www.gdc-uk.org/professionals/education,"The General Dental Council quality assures and approves qualifications for registration, for the following registrant groups: Dentists; dental hygienists; dental therapists; dental nurses; clinical dental technicians; dental technicians; and orthodontic therapists.","Mae sicrhau ansawdd y Cyngor Deintyddol Cyffredinol ac yn cymeradwyo cymwysterau ar gyfer cofrestru, ar gyfer y grwpiau cofrestredig canlynol: Deintyddion; hylenyddion deintyddol; therapyddion deintyddol; nyrsys deintyddol; technegwyr deintyddol clinigol; technegwyr deintyddol; a therapyddion orthodontig.",05801
https://www.gdc-uk.org/professionals/education,Found to be sufficient by the General Dental Council (GDC) for the purpose of eligibility for registration with that body.,Wedi dod o hyd i fod yn ddigonol gan y Cyngor Deintyddol Cyffredinol (GDC) at ddibenion cymhwyster ar gyfer cofrestru gyda'r corff hwnnw.,05802
http://www.gmc-uk.org/education/undergraduate/awarding_bodies.asp,"Accredited by the General Medical Council (GMC), this primary medical qualification entitles the holder to apply to the GMC for registration to practise medicine in the UK.","Wedi'i achredu gan y Cyngor Meddygol Cyffredinol (GMC), mae'r cymhwyster meddygol sylfaenol hwn yn rhoi'r hawl i'r deiliad wneud cais i'r GMC gofrestru i arfer meddygaeth yn y DU.",05901
http://www.optical.org/en/Education/Approving_courses/index.cfm,Accredited by the General Optical Council (GOC).,Achrededig gan Gyngor Optegol Cyffredinol (GOC),06001
http://www.osteopathy.org.uk/practice/becoming-an-osteopath/training-courses/,Approved by the General Osteopathic Council (GOC) for the purpose of eligibility to apply for registration with that body.,Cymeradwywyd gan y Cyngor Osteopathig Cyffredinol (GOC) at ddibenion bod yn gymwys i wneud cais i gofrestru gyda'r corff hwnnw.,06101
http://www.pharmacyregulation.org/education/approval-courses,"Accredited by the General Pharmaceutical Council (GPhC) in order to progress to pharmacist pre-registration training and then to register as a pharmacist. Please note, the 5-year integrated MPharm degree programme includes pre-registration training.",Achrededig gan Y Cyngor Fferyllol Cyffredinol (GPhC) er mwyn symud ymlaen i hyfforddiant cyn-gofrestru mewn fferylliaeth ac yna i gofrestru fel fferyllydd.,06201
http://www.gtcni.org.uk//index.cfm/area/information/page/RegInformation,Initial teacher education programmes in Northern Ireland B.Ed. degrees and post- graduate PGCEs for the purposes of registration with the Council all of which must be compliant with DE Circular 2007/22.,Rhaglenni addysg gychwynnol athrawon yn Iwerddon B.Ed. Gogledd graddau a TAR ôl-raddedig at ddibenion cofrestru gyda'r Cyngor i gyd y mae'n rhaid cydymffurfio â Chylchlythyr DE 2007/22.,06501
https://www.gtcs.org.uk/,Accredited by the General Teaching Council for Scotland (GTCS).,Achrededig gan Gyngor Dysgu Cyffredinol yr Alban (GTCS),06601
http://www.geolsoc.org.uk/accreditation,Accredited by the Geological Society for the purpose of partially meeting the experience requirement for Chartered Geologist.,Achrededig gan Gymdeithas Ddaearegol Achrededig at bwrpas cwrdd yn rhannol â'r gofyniad profiad ar gyfer Daearegwyr Siartredig.,06801
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as an arts therapist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel therapydd celf.,06901
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a biomedical scientist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel gwyddonydd biofeddygol.,06902
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a chiropodist/podiatrist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel ciropodydd/pediatrydd.,06903
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a dietitian.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel dietegydd.,06904
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a hearing aid dispenser.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel dosbarthydd cymorth clyw.,06905
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as an occupational therapist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel therapydd galwedigaethol.,06906
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as an operating department practitioner.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel ymarferydd adran lawfeddygol.,06907
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as an orthoptist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel orthoptydd.,06908
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a paramedic.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel parafeddyg.,06909
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a physiotherapist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel ffisiotherapydd.,06910
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a prosthetist/orthotist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel prosthetydd/orthoptydd.,06912
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a speech and language therapist.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) ar gyfer y diben o ddarparu cymhwyster i wneud cais i gofrestru gyda'r HCPC fel therapydd lleferydd ac iaith.,06915
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a therapeutic radiographer.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) er mwyn cymhwyso myfyrwyr i wneud cais i gofrestru gyda'r HCPC fel radiograffydd therapiwtig.,06917
https://www.hcpc-uk.org/education/approved-programmes/,Approved by the Health and Care Professions Council (HCPC) for the purpose of providing eligibility to apply for registration with the HCPC as a diagnostic radiographer.,Cymeradwywyd gan y Cyngor Proffesiynau Iechyd a Gofal (HCPC) er mwyn cymhwyso myfyrwyr i wneud cais i gofrestru gyda'r HCPC fel radiograffydd diagnostig.,06918
www.socialworkengland.org.uk/education-training/information-for-students-and-graduates/,Approved by the Social Work England for the purpose of providing eligibility to apply for registration with Social Work England as a social worker in England,Cymeradwywyd gan Gwaith Cymdeithasol Lloegr (SWE) er mwyn rhoi cymhwystra i wneud cais i gofrestru gydag SWE fel gweithiwr cymdeithasol yn Lloegr.,06921
https://www.actuaries.org.uk/studying/exam-exemptions/how-apply-exemption/university-courses-exemptions ,Accredited by the Institute and Faculty of Actuaries for the purpose of exemption from some professional examinations.,Hachredu gan y Sefydliad a Chyfadran yr Actiwarïaid at y diben o eithrio o rai arholiadau proffesiynol.,07201
https://www.ibms.org/ibms-accredited-university-courses.html,Accredited by the Institute of Biomedical Science (IBMS).,Achrededig gan Sefydliad Gwyddorau Biofeddygol (IBMS),07301
https://www.icaew.com/students/exams/credit-for-prior-learning,Accredited by the Institute of Chartered Accountants in England and Wales (ICAEW) for the purpose of exemption from some professional examinations.,Achrededig gan Sefydliad Cyfrifwyr Siartredig yng Nghymru a Lloegr (ICAEW) at bwrpas eithrio rhag rhai arholiadau proffesiynol.,07501
https://www.icas.com/become-a-ca/exemptions,Accredited by the Institute of Chartered Accountants Scotland (ICAS) for the purpose of exemption from some professional examinations.,Achrededig gan Sefydliad Cyfrifwyr Siartredig yn yr Alban (ICAS) at bwrpas eithrio rhag rhai arholiadau proffesiynol.,07601
http://www.charteredforesters.org,Recognised by the Institute of Chartered Foresters (ICF).,Cydnabuwyd gan Sefydliad Fforestwyr Siartredig (ICF),07701
https://www.cgi.org.uk/,Accredited by the Institute of Chartered Secretaries and Administrators (ICSA) for the purpose of exemptions from some professional examinations.,Achrededig gan Sefydliad Ysgrifenyddion a Gweinyddwyr Siartredig (ICSA) at bwrpas eithrio rhag rhai arholiadau proffesiynol.,07801
https://www.iema.net/membership/membership-levels/associate,Accredited by the Institute of Environmental Management and Assessment (IEMA) for the purpose of eligibility to apply for associate membership.,Achrededig gan Sefydliad Rheolaeth ac Asesiad Amgylcheddol (IEMA) at bwrpas cymhwysedd i wneud cais am aelodaeth gyswllt yn dilyn arholiadau mynediad.,07901
http://www.ifst.org,Accredited by the Institute of Food Science and Technology (IFST).,Achrededig gan y Sefydliad Gwyddoniaeth a Thechnoleg Bwyd (IFST).,08001
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Highway Engineers (IHE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad y Peirianwyr Priffyrdd (IHE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08101
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Highway Engineers (IHE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Priffordd (IHE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08102
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Highway Engineers (IHE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Priffordd (IHE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,08103
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Highway Engineers (IHE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer. ,Ei achredu gan Sefydliad y Peirianwyr Priffyrdd (IHE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig. ,08104
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Highway Engineers (IHE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad y Peirianwyr Priffyrdd (IHE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08105
https://www.instituteofhospitality.org/accreditation/,"Accredited by the Institute of Hospitality that academic, vocational and professional standards achieved are appropriate and programme content and delivery meet international Institute of Hospitality benchmark standards.","Achrededig gan Sefydliad Lletygarwch (IoH) bod safonau academaidd, galwedigaethol a phroffesiynol a gyflawnwyd yn briodol a bod cynnwys a chyflawniad y rhaglen yn cwrdd â safonau rhyngwladol yr IoH",08301
http://www.imarest.org/Membership/Accreditation.aspx,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) for the purposes of fully meeting the academic requirement for registration as a Chartered Marine Technologist.","Achrededig gan Sefydliad Peirianneg, Gwyddoniaeth a Thechnoleg Forol (IMarEST) at bwrpas cofrestru'n rhannol fel Technolegydd Morol Siartredig.",08401
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) on behalf of the Engineering Council and the IMarEST for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer and Chartered Marine Engineer.","Achredir gan Sefydliad Peirianneg Forol, Gwyddoniaeth a Thechnoleg (IMarEST) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.",08402
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) on behalf of the Engineering Council and IMarEST for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and Incorporated Marine Engineer and on behalf of the Engineering Council and IMarEST as partially meeting the academic requirement for registration as a Chartered Engineer and Chartered Marine Engineer.","Achrededig gan Sefydliad Peirianneg, Gwyddoniaeth a Thechnoleg Forol (IMarEST) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.",08403
http://www.sciencecouncil.org/content/chartered-scientist-csci,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) on behalf of the Science Council and IMarEST for the purposes of fully meeting the academic requirement for registration as a Chartered Scientist and Chartered Marine Scientist.","Achrededig gan Sefydliad Peirianneg, Gwyddoniaeth a Thechnoleg Forol (IMarEST) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.",08404
http://www.imarest.org/Membership/Accreditation.aspx,"Accredited by the Institute of Marine Engineering, Science and Technology (IMarEST) for the purposes of fully meeting the academic requirement for registration as a Registered Marine Technologist and as partially meeting the academic requirement for registration as a Chartered Marine Technologist.","Hachredu gan y Sefydliad Peirianneg Forol, Gwyddoniaeth a Thechnoleg (IMarEST) at ddibenion rhannol bodloni'r gofyniad addysgol ar gyfer Gwyddonydd Siartredig a Gwyddonydd Morol Siartredig.",08406
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Materials, Minerals and Mining (IOM3) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.","Achrededig gan y Sefydliad Deunyddiau, Mwynau a Mwyngloddio (IOM3) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig",08501
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Materials, Minerals and Mining (IOM3) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.","Achrededig gan y Sefydliad Deunyddiau, Mwynau a Mwyngloddio (IOM3) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol ar gyfer y gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.",08502
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Materials, Minerals and Mining (IOM3) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.","Hachredu gan y Sefydliad Deunyddiau, Mwynau a Mwyngloddio (IOM3) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.",08504
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,"Accredited by the Institute of Materials, Minerals and Mining (IOM3) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.","Hachredu gan y Sefydliad Deunyddiau, Mwynau a Mwyngloddio (IOM3) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.",08505
http://www.ima.org.uk/activities/education/university_degree_programme_accreditation.cfm,This programme is accredited to meet the educational requirements of the Chartered Mathematician designation awarded by the Institute of Mathematics and its Applications.,Mae'r rhaglen hon wedi'i hachredu i gwrdd â gofynion addysgol y dynodiad Mathemategydd Siartredig a ddyfarnwyd gan y Sefydliad Mathemateg a'i Chymwysiadau.,08601
http://www.ima.org.uk/activities/education/university_degree_programme_accreditation.cfm,"This programme will meet the educational requirements of the Chartered Mathematician designation, awarded by the Institute of Mathematics and its Applications, when it is followed by subsequent training and experience in employment to obtain equivalent competences to those specified by the Quality Assurance Agency (QAA) for taught masters degrees.","Bydd y rhaglen hon yn bodloni gofynion addysgol y dynodiad Mathemategydd Siartredig, a ddyfarnwyd gan y Sefydliad Mathemateg a'i Chymwysiadau, pan fydd yn cael ei ddilyn gan hyfforddiant dilynol a phrofiad mewn gwaith i gael cymwyseddau sy'n cyfateb i'r rhai a nodir gan yr Asiantaeth Sicrhau Ansawdd (QAA) ar gyfer graddau meistr a addysgir.",08602
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Mesur a Rheoli (InstMC) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08701
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Measurement and Control (InstMC) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Mesur a Rheoli (InstMC) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08702
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics & Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08801
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics and Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08802
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics and Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan y Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,08804
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institute of Physics and Engineering in Medicine (IPEM) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan y Sefydliad Ffiseg a Pheirianneg mewn Meddygaeth (IPEM) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,08805
https://www.iop.org/education/support-work-higher-education/degree-accreditation-recognition,Accredited by the Institute of Physics (IOP) for the purpose of fully meeting the educational requirement for Chartered Physicist.,Achrededig gan Sefydliad Ffiseg (IOP) Sefydliad Ffiseg (IOP) at bwrpas cwrdd yn llawn â'r gofyniad addysgol ar gyfer Ffisegydd Siartredig.,08901
https://membership.iop.org/chartered-physicist-cphys,Accredited by the Institute of Physics (IOP) for the purpose of partially meeting the educational requirement for Chartered Physicist.,Achrededig gan Sefydliad Ffiseg (IOP) at bwrpas cwrdd yn rhannol â'r gofyniad addysgol ar gyfer Ffisegydd Siartredig.,08902
https://www.iop.org/education/support-work-higher-education/degree-accreditation-recognition,Recognised by the Institute of Physics (IOP) for the purpose of eligibility for Associate Membership.,Cydnabuwyd gan Sefydliad Ffiseg (IOP) at bwrpas cymhwysedd Aelodaeth Gyswllt.,08903
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Agricultural Engineers (IAgrE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Amaethyddol (IAgrE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig,09101
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Agricultural Engineers (IAgrE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Amaethyddol (IAgrE)ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09102
http://www.icheme.org/membership/member.aspx,Accredited by the Institution of Chemical Engineers (IChemE) for the purpose of fully meeting the educational requirement for Chartered Chemical Engineer.,Achrededig gan Sefydliad Peirianwyr Cemegol (IChemE) at bwrpasau cwrdd yn llawn â'r gofyniad addysgol ar gyfer Peiriannydd Cemegol Siartredig.,09201
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09202
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09203
https://www.icheme.org/membership/membership-grades/technician-member,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirements for registration as an Engineering Technician and partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Technegydd Peirianneg a rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig. ,09206
https://www.icheme.org/membership/membership-grades/technician-member,Accredited by the Institution of Chemical Engineers (IChemE) on behalf of the EngineeringCouncil for the purposes of partially meeting the academic requirement for registration as aChartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Cemegol (IChemE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09207
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at ddibenion llawn cwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09301
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer and partially meeting the academic requirement for registration as a Chartered Engineer.,Achrededig gan Sefydliad Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig a chwrdd yn rhannol â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09302
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of fully meeting the academic requirement for registration as an Incorporated Engineer.,Achrededig gan Sefydliad Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at bwrpasau cwrdd yn llawn â'r gofyniad academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig.,09303
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as an Incorporated Engineer.,Hachredu gan Sefydliad y Sefydliad y Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Corfforedig. ,09304
http://www.engc.org.uk/informationfor/students-apprentices-and-graduates/,Accredited by the Institution of Civil Engineers (ICE) on behalf of the Engineering Council for the purposes of partially meeting the academic requirement for registration as a Chartered Engineer.,Hachredu gan Sefydliad y Peirianwyr Sifil (ICE) ar ran y Cyngor Peirianneg at ddibenion rhannol gwrdd â'r gofynion academaidd ar gyfer cofrestru fel Peiriannydd Siartredig.,09305
